Classificação_Lucro;Auditoria_De_Frete;Verificação_De_Entrega;Comissões;Classificação_Demográfica
Lucratividade Normal;Frete OK;Pendente;219,963;Adulto
Lucratividade Normal;Frete OK;Pendente;118,446;Adulto
Alta Lucratividade;Frete OK;2;345,876;Jovem
Alta Lucratividade;Frete OK;Pendente;1683,5;Adulto
Lucratividade Normal;Frete OK;23;32,184;Jovem
Lucratividade Normal;Frete OK;2;65,61;Jovem
Alta Lucratividade;Frete OK;11;412,524;Jovem
Lucratividade Normal;Frete OK;Pendente;211,701;Adulto
Lucratividade Normal;Frete OK;25;200,754;Adulto
Alta Lucratividade;Frete OK;Pendente;846,6;Jovem
Lucratividade Normal;Frete OK;16;68,514;Adulto
Lucratividade Normal;Frete OK;Pendente;57,912;Adulto
Lucratividade Normal;Frete OK;16;139,1;Adulto
Lucratividade Normal;Frete OK;Pendente;114,55;Adulto
Lucratividade Normal;Frete OK;19;175,8;Jovem
Lucratividade Normal;Frete OK;Pendente;531,9;Adulto
Lucratividade Normal;Frete OK;Pendente;94,62;Jovem
Alta Lucratividade;Frete OK;9;763,929;Adulto
Alta Lucratividade;Frete OK;25;535,42;Adulto
Alta Lucratividade;Frete OK;Pendente;886,5;Adulto
Lucratividade Normal;Frete OK;2;160,812;Adulto
Lucratividade Normal;Frete OK;4;254,736;Adulto
Alta Lucratividade;Frete OK;Pendente;210,654;Adulto
Lucratividade Normal;Frete OK;Pendente;134,028;Adulto
Alta Lucratividade;Frete OK;Pendente;382,347;Adulto
Lucratividade Normal;Frete OK;20;192,85;Adulto
Lucratividade Normal;Frete OK;Pendente;208,026;Adulto
Lucratividade Normal;Frete OK;Pendente;52,782;Adulto
Alta Lucratividade;Frete OK;21;475,456;Adulto
Alta Lucratividade;Frete OK;16;845,75;Adulto
Lucratividade Normal;Frete OK;7;239,4;Adulto
Lucratividade Normal;Frete OK;21;172,584;Adulto
Lucratividade Normal;Frete OK;Pendente;360,6;Adulto
Lucratividade Normal;Frete OK;Pendente;764;Adulto
Alta Lucratividade;Frete OK;Pendente;412,76;Jovem
Alta Lucratividade;Frete OK;Pendente;686,25;Adulto
Alta Lucratividade;Frete OK;Pendente;514,437;Adulto
Lucratividade Normal;Frete OK;Pendente;266,8;Adulto
Alta Lucratividade;Frete OK;19;358,416;Adulto
Lucratividade Normal;Frete OK;16;26,82;Jovem
Lucratividade Normal;Frete OK;13;176,796;Adulto
Alta Lucratividade;Frete OK;Pendente;813,06;Adulto
Lucratividade Normal;Frete OK;Pendente;139,383;Adulto
Lucratividade Normal;Frete OK;Pendente;259,76;Adulto
Lucratividade Normal;Auditar Frete;4;9,384;Adulto
Lucratividade Normal;Auditar Frete;17;25,668;Adulto
Alta Lucratividade;Frete OK;15;598,176;Adulto
Alta Lucratividade;Frete OK;22;397,116;Jovem
Lucratividade Normal;Frete OK;Pendente;195,16;Adulto
Alta Lucratividade;Frete OK;18;467,4;Adulto
Alta Lucratividade;Frete OK;Pendente;398,16;Jovem
Lucratividade Normal;Frete OK;Pendente;75,186;Adulto
Lucratividade Normal;Frete OK;Pendente;218,7;Adulto
Alta Lucratividade;Frete OK;23;588,285;Adulto
Lucratividade Normal;Frete OK;Pendente;102,6;Adulto
Lucratividade Normal;Frete OK;Pendente;193,188;Adulto
Lucratividade Normal;Frete OK;13;137,156;Adulto
Alta Lucratividade;Frete OK;Pendente;340,51;Jovem
Alta Lucratividade;Frete OK;Pendente;408,618;Adulto
Lucratividade Normal;Auditar Frete;Pendente;42,942;Adulto
Alta Lucratividade;Frete OK;8;306,684;Adulto
Alta Lucratividade;Frete OK;Pendente;287,82;Adulto
Alta Lucratividade;Frete OK;Pendente;444,72;Adulto
Lucratividade Normal;Frete OK;12;54,54;Jovem
Alta Lucratividade;Frete OK;Pendente;587,061;Adulto
Lucratividade Normal;Auditar Frete;Pendente;11,203;Adulto
Lucratividade Normal;Auditar Frete;14;25,08;Adulto
Lucratividade Normal;Frete OK;3;609;Adulto
Lucratividade Normal;Frete OK;Pendente;265,734;Adulto
Lucratividade Normal;Frete OK;25;221;Adulto
Lucratividade Normal;Frete OK;Pendente;90,63;Adulto
Lucratividade Normal;Frete OK;3;31,158;Adulto
Lucratividade Normal;Frete OK;17;113,652;Adulto
Lucratividade Normal;Frete OK;19;309,51;Adulto
Alta Lucratividade;Frete OK;Pendente;2036,25;Adulto
Lucratividade Normal;Auditar Frete;19;40,014;Adulto
Lucratividade Normal;Frete OK;14;205,156;Adulto
Lucratividade Normal;Frete OK;24;153;Adulto
Lucratividade Normal;Frete OK;Pendente;293,31;Adulto
Alta Lucratividade;Frete OK;Pendente;641,63;Adulto
Lucratividade Normal;Frete OK;10;83,436;Adulto
Lucratividade Normal;Frete OK;11;382,95;Adulto
Alta Lucratividade;Frete OK;19;328,61;Adulto
Alta Lucratividade;Frete OK;Pendente;639,6;Adulto
Lucratividade Normal;Frete OK;2;122,075;Adulto
Lucratividade Normal;Frete OK;Pendente;104,481;Adulto
Alta Lucratividade;Frete OK;5;334,152;Adulto
Lucratividade Normal;Frete OK;Pendente;216,3;Adulto
Lucratividade Normal;Frete OK;18;237,711;Adulto
Alta Lucratividade;Frete OK;14;932,75;Jovem
Lucratividade Normal;Frete OK;Pendente;49,032;Adulto
Alta Lucratividade;Frete OK;Pendente;1429,5;Adulto
Lucratividade Normal;Auditar Frete;21;51,204;Adulto
Lucratividade Normal;Frete OK;Pendente;193,8;Adulto
Lucratividade Normal;Frete OK;Pendente;177,876;Adulto
Alta Lucratividade;Frete OK;20;783,5;Adulto
Lucratividade Normal;Frete OK;8;111,312;Adulto
Alta Lucratividade;Frete OK;Pendente;733,25;Jovem
Alta Lucratividade;Frete OK;Pendente;447,032;Adulto
Lucratividade Normal;Frete OK;Pendente;178,524;Adulto
Lucratividade Normal;Frete OK;4;247,554;Adulto
Lucratividade Normal;Frete OK;Pendente;226,765;Adulto
Lucratividade Normal;Frete OK;Pendente;245,752;Jovem
Alta Lucratividade;Frete OK;21;349,146;Adulto
Lucratividade Normal;Auditar Frete;9;39,292;Jovem
Lucratividade Normal;Frete OK;10;678,5;Jovem
Lucratividade Normal;Frete OK;Pendente;267,036;Adulto
Alta Lucratividade;Frete OK;7;825,17;Adulto
Lucratividade Normal;Auditar Frete;Pendente;40,896;Adulto
Lucratividade Normal;Frete OK;Pendente;337,3;Adulto
Alta Lucratividade;Frete OK;10;364,553;Adulto
Alta Lucratividade;Frete OK;Pendente;1719;Adulto
Alta Lucratividade;Frete OK;Pendente;913,05;Adulto
Lucratividade Normal;Frete OK;6;193,648;Adulto
Alta Lucratividade;Frete OK;Pendente;1900,8;Adulto
Lucratividade Normal;Auditar Frete;Pendente;6,948;Adulto
Alta Lucratividade;Frete OK;13;275,06;Adulto
Lucratividade Normal;Auditar Frete;Pendente;64,26;Adulto
Alta Lucratividade;Frete OK;24;623,96;Adulto
Lucratividade Normal;Frete OK;15;502,8;Adulto
Alta Lucratividade;Frete OK;Pendente;946,5;Adulto
Lucratividade Normal;Auditar Frete;3;19,55;Adulto
Lucratividade Normal;Frete OK;10;107,198;Adulto
Alta Lucratividade;Frete OK;8;489,09;Jovem
Lucratividade Normal;Frete OK;14;98,553;Jovem
Lucratividade Normal;Frete OK;Pendente;250,344;Adulto
Lucratividade Normal;Frete OK;8;285,6;Adulto
Lucratividade Normal;Frete OK;Pendente;180,336;Adulto
Alta Lucratividade;Frete OK;10;476,119;Adulto
Lucratividade Normal;Frete OK;20;56,202;Adulto
Lucratividade Normal;Frete OK;22;312,9;Adulto
Lucratividade Normal;Frete OK;4;205;Adulto
Lucratividade Normal;Frete OK;Pendente;50,22;Jovem
Lucratividade Normal;Frete OK;Pendente;78,948;Adulto
Lucratividade Normal;Frete OK;Pendente;154,98;Adulto
Alta Lucratividade;Frete OK;Pendente;441,294;Adulto
Lucratividade Normal;Frete OK;Pendente;204,858;Adulto
Lucratividade Normal;Frete OK;Pendente;281,435;Adulto
Alta Lucratividade;Frete OK;Pendente;201,552;Adulto
Lucratividade Normal;Frete OK;Pendente;37,476;Adulto
Alta Lucratividade;Frete OK;Pendente;275,184;Jovem
Lucratividade Normal;Frete OK;17;46,614;Adulto
Lucratividade Normal;Frete OK;Pendente;96,984;Adulto
Lucratividade Normal;Auditar Frete;Pendente;35,948;Adulto
Alta Lucratividade;Frete OK;Pendente;361,152;Adulto
Lucratividade Normal;Frete OK;13;318,345;Adulto
Lucratividade Normal;Frete OK;Pendente;346,97;Adulto
Lucratividade Normal;Auditar Frete;Pendente;30,582;Adulto
Lucratividade Normal;Auditar Frete;Pendente;47,709;Adulto
Lucratividade Normal;Auditar Frete;9;20,604;Adulto
Alta Lucratividade;Frete OK;23;1204,2;Adulto
Lucratividade Normal;Frete OK;11;82,62;Adulto
Lucratividade Normal;Frete OK;13;169,404;Adulto
Alta Lucratividade;Frete OK;Pendente;339,435;Adulto
Alta Lucratividade;Frete OK;Pendente;474,43;Adulto
Alta Lucratividade;Frete OK;22;756,702;Adulto
Alta Lucratividade;Frete OK;Pendente;577,881;Adulto
Lucratividade Normal;Frete OK;Pendente;206,712;Adulto
Alta Lucratividade;Frete OK;6;1701,7;Adulto
Lucratividade Normal;Frete OK;Pendente;299,52;Adulto
Alta Lucratividade;Frete OK;Pendente;870;Adulto
Alta Lucratividade;Frete OK;23;896,35;Jovem
Lucratividade Normal;Frete OK;Pendente;98,7;Adulto
Lucratividade Normal;Frete OK;Pendente;250,648;Jovem
Lucratividade Normal;Frete OK;17;343,2;Adulto
Lucratividade Normal;Frete OK;Pendente;338,656;Jovem
Lucratividade Normal;Frete OK;11;223,75;Adulto
Lucratividade Normal;Frete OK;6;314,296;Adulto
Alta Lucratividade;Frete OK;Pendente;560,424;Jovem
Alta Lucratividade;Frete OK;6;438,425;Adulto
Alta Lucratividade;Frete OK;3;302,955;Jovem
Lucratividade Normal;Frete OK;3;164,356;Adulto
Lucratividade Normal;Frete OK;13;111,537;Adulto
Lucratividade Normal;Frete OK;Pendente;25,143;Adulto
Lucratividade Normal;Auditar Frete;16;9,006;Adulto
Alta Lucratividade;Frete OK;2;478,686;Adulto
Alta Lucratividade;Frete OK;2;356,44;Adulto
Lucratividade Normal;Auditar Frete;4;12,376;Adulto
Alta Lucratividade;Frete OK;25;1917,5;Adulto
Lucratividade Normal;Frete OK;19;135,09;Adulto
Lucratividade Normal;Auditar Frete;21;37,298;Adulto
Alta Lucratividade;Frete OK;Pendente;562,896;Adulto
Lucratividade Normal;Frete OK;Pendente;70,128;Adulto
Lucratividade Normal;Frete OK;Pendente;102,68;Adulto
Lucratividade Normal;Frete OK;3;480,3;Adulto
Lucratividade Normal;Auditar Frete;24;45,6;Adulto
Lucratividade Normal;Frete OK;4;225,872;Adulto
Lucratividade Normal;Frete OK;4;167,202;Jovem
Alta Lucratividade;Frete OK;21;745,37;Jovem
Alta Lucratividade;Frete OK;Pendente;1724,4;Adulto
Alta Lucratividade;Frete OK;Pendente;861,12;Adulto
Lucratividade Normal;Frete OK;Pendente;79,29;Adulto
Lucratividade Normal;Frete OK;25;207,594;Adulto
Lucratividade Normal;Frete OK;Pendente;71,928;Adulto
Lucratividade Normal;Frete OK;5;233,712;Adulto
Lucratividade Normal;Frete OK;7;31,994;Adulto
Lucratividade Normal;Frete OK;25;182,088;Adulto
Lucratividade Normal;Frete OK;Pendente;467,5;Adulto
Alta Lucratividade;Frete OK;6;316,26;Adulto
Lucratividade Normal;Frete OK;24;82,296;Adulto
Lucratividade Normal;Frete OK;4;84,32;Adulto
Lucratividade Normal;Frete OK;Pendente;140,85;Jovem
Alta Lucratividade;Frete OK;5;1289,4;Adulto
Alta Lucratividade;Frete OK;Pendente;851,2;Adulto
Lucratividade Normal;Frete OK;Pendente;322,048;Adulto
Lucratividade Normal;Frete OK;Pendente;66,852;Adulto
Lucratividade Normal;Frete OK;20;184,642;Adulto
Lucratividade Normal;Frete OK;Pendente;76,494;Adulto
Alta Lucratividade;Frete OK;6;465,367;Adulto
Lucratividade Normal;Auditar Frete;18;51,714;Adulto
Lucratividade Normal;Frete OK;15;81,36;Adulto
Lucratividade Normal;Frete OK;Pendente;53,82;Adulto
Lucratividade Normal;Frete OK;Pendente;59,793;Adulto
Alta Lucratividade;Frete OK;7;1635,2;Adulto
Alta Lucratividade;Frete OK;Pendente;746,82;Adulto
Lucratividade Normal;Frete OK;17;93,195;Adulto
Alta Lucratividade;Frete OK;Pendente;1744,4;Adulto
Alta Lucratividade;Frete OK;23;604,044;Adulto
Alta Lucratividade;Frete OK;7;613,776;Jovem
Alta Lucratividade;Frete OK;Pendente;501,408;Adulto
Lucratividade Normal;Auditar Frete;2;9,348;Adulto
Alta Lucratividade;Frete OK;Pendente;255,272;Jovem
Lucratividade Normal;Frete OK;Pendente;51,262;Adulto
Alta Lucratividade;Frete OK;Pendente;247;Jovem
Alta Lucratividade;Frete OK;14;326,135;Adulto
Alta Lucratividade;Frete OK;Pendente;1712,9;Adulto
Alta Lucratividade;Frete OK;Pendente;1122,5;Adulto
Lucratividade Normal;Frete OK;Pendente;60,048;Adulto
Lucratividade Normal;Frete OK;20;125,496;Adulto
Alta Lucratividade;Frete OK;Pendente;262,314;Adulto
Lucratividade Normal;Frete OK;19;142,8;Jovem
Lucratividade Normal;Frete OK;Pendente;235,6;Adulto
Lucratividade Normal;Auditar Frete;Pendente;22,61;Adulto
Lucratividade Normal;Frete OK;Pendente;190,35;Adulto
Lucratividade Normal;Frete OK;19;253,593;Jovem
Lucratividade Normal;Frete OK;Pendente;109,44;Adulto
Lucratividade Normal;Frete OK;17;279,752;Adulto
Lucratividade Normal;Frete OK;Pendente;110,01;Adulto
Alta Lucratividade;Frete OK;Pendente;307,116;Adulto
Lucratividade Normal;Frete OK;12;328,32;Adulto
Lucratividade Normal;Frete OK;20;243,644;Adulto
Lucratividade Normal;Frete OK;Pendente;230,223;Adulto
Alta Lucratividade;Frete OK;12;197,64;Adulto
Alta Lucratividade;Frete OK;Pendente;877,23;Adulto
Lucratividade Normal;Auditar Frete;25;55,67;Jovem
Alta Lucratividade;Frete OK;21;309,264;Adulto
Alta Lucratividade;Frete OK;7;907,75;Adulto
Lucratividade Normal;Frete OK;13;210,783;Adulto
Lucratividade Normal;Frete OK;Pendente;71,06;Jovem
Lucratividade Normal;Frete OK;5;82,365;Adulto
Alta Lucratividade;Frete OK;Pendente;288,9;Jovem
Alta Lucratividade;Frete OK;Pendente;1588,65;Adulto
Lucratividade Normal;Frete OK;17;123,471;Adulto
Lucratividade Normal;Frete OK;Pendente;97,204;Jovem
Lucratividade Normal;Frete OK;Pendente;94,031;Adulto
Lucratividade Normal;Frete OK;Pendente;529,55;Adulto
Lucratividade Normal;Frete OK;18;92,6;Adulto
Alta Lucratividade;Frete OK;Pendente;1578,4;Adulto
Alta Lucratividade;Frete OK;17;1417,5;Jovem
Lucratividade Normal;Frete OK;Pendente;199,308;Jovem
Lucratividade Normal;Frete OK;16;63,042;Adulto
Alta Lucratividade;Frete OK;4;237,956;Jovem
Alta Lucratividade;Frete OK;19;674,244;Adulto
Lucratividade Normal;Frete OK;Pendente;124,78;Adulto
Alta Lucratividade;Frete OK;Pendente;221,084;Adulto
Alta Lucratividade;Frete OK;3;626,62;Adulto
Lucratividade Normal;Auditar Frete;16;11,4;Adulto
Lucratividade Normal;Frete OK;Pendente;136,68;Adulto
Lucratividade Normal;Auditar Frete;Pendente;12,636;Adulto
Lucratividade Normal;Auditar Frete;8;18,943;Jovem
Alta Lucratividade;Frete OK;Pendente;833,1;Adulto
Lucratividade Normal;Frete OK;25;95,54;Jovem
Alta Lucratividade;Frete OK;Pendente;1185;Jovem
Alta Lucratividade;Frete OK;5;538,992;Adulto
Lucratividade Normal;Frete OK;19;213,18;Adulto
Lucratividade Normal;Frete OK;Pendente;92,796;Jovem
Lucratividade Normal;Frete OK;Pendente;372,4;Adulto
Lucratividade Normal;Frete OK;18;431,1;Adulto
Alta Lucratividade;Frete OK;Pendente;1130,85;Adulto
Lucratividade Normal;Frete OK;18;162,756;Adulto
Lucratividade Normal;Frete OK;Pendente;97,166;Adulto
Lucratividade Normal;Frete OK;Pendente;69,714;Adulto
Lucratividade Normal;Frete OK;Pendente;138,6;Jovem
Lucratividade Normal;Frete OK;Pendente;267,75;Adulto
Alta Lucratividade;Frete OK;4;575,89;Adulto
Lucratividade Normal;Auditar Frete;Pendente;31,32;Adulto
Alta Lucratividade;Frete OK;14;1518;Adulto
Lucratividade Normal;Frete OK;Pendente;69,336;Adulto
Alta Lucratividade;Frete OK;18;1104;Adulto
Alta Lucratividade;Frete OK;Pendente;651,168;Adulto
Alta Lucratividade;Frete OK;Pendente;678;Adulto
Lucratividade Normal;Frete OK;Pendente;207,876;Jovem
Alta Lucratividade;Frete OK;11;1034,25;Adulto
Lucratividade Normal;Frete OK;Pendente;154;Adulto
Alta Lucratividade;Frete OK;Pendente;534,48;Adulto
Lucratividade Normal;Frete OK;17;135,6;Adulto
Lucratividade Normal;Frete OK;Pendente;167,2;Adulto
Alta Lucratividade;Frete OK;Pendente;394,877;Adulto
Lucratividade Normal;Frete OK;25;61,389;Adulto
Alta Lucratividade;Frete OK;Pendente;404,168;Adulto
Alta Lucratividade;Frete OK;25;889,2;Adulto
Lucratividade Normal;Auditar Frete;24;38;Adulto
Lucratividade Normal;Frete OK;10;34,629;Adulto
Lucratividade Normal;Frete OK;Pendente;160,344;Adulto
Alta Lucratividade;Frete OK;Pendente;347,956;Adulto
Alta Lucratividade;Frete OK;Pendente;1696,8;Adulto
Alta Lucratividade;Frete OK;Pendente;734,54;Adulto
Alta Lucratividade;Frete OK;Pendente;531,93;Jovem
Lucratividade Normal;Auditar Frete;24;78;Jovem
Alta Lucratividade;Frete OK;Pendente;336,3;Adulto
Lucratividade Normal;Frete OK;Pendente;143,754;Adulto
Alta Lucratividade;Frete OK;16;841,13;Adulto
Lucratividade Normal;Frete OK;Pendente;402,8;Adulto
Lucratividade Normal;Frete OK;Pendente;113,883;Adulto
Lucratividade Normal;Frete OK;Pendente;47,736;Adulto
Alta Lucratividade;Frete OK;22;628,4;Adulto
Alta Lucratividade;Frete OK;9;509,048;Jovem
Alta Lucratividade;Frete OK;19;343,52;Adulto
Alta Lucratividade;Frete OK;Pendente;512,496;Jovem
Lucratividade Normal;Frete OK;21;164,312;Adulto
Lucratividade Normal;Auditar Frete;12;8,398;Adulto
Lucratividade Normal;Frete OK;22;161,73;Adulto
Alta Lucratividade;Frete OK;13;608,544;Adulto
Lucratividade Normal;Auditar Frete;Pendente;6,84;Jovem
Lucratividade Normal;Frete OK;Pendente;145,65;Adulto
Lucratividade Normal;Frete OK;Pendente;169,176;Adulto
Lucratividade Normal;Frete OK;15;52,785;Adulto
Alta Lucratividade;Frete OK;Pendente;1543,5;Adulto
Lucratividade Normal;Auditar Frete;14;45,432;Adulto
Lucratividade Normal;Auditar Frete;23;1,767;Adulto
Alta Lucratividade;Frete OK;Pendente;500,344;Adulto
Lucratividade Normal;Frete OK;21;39,95;Adulto
Alta Lucratividade;Frete OK;2;279,813;Jovem
Alta Lucratividade;Frete OK;11;702,576;Adulto
Lucratividade Normal;Auditar Frete;Pendente;30,476;Adulto
Alta Lucratividade;Frete OK;Pendente;644,328;Adulto
Lucratividade Normal;Frete OK;Pendente;644,2;Jovem
Lucratividade Normal;Frete OK;18;241,536;Adulto
Lucratividade Normal;Frete OK;17;98,04;Adulto
Lucratividade Normal;Frete OK;Pendente;71,332;Adulto
Alta Lucratividade;Frete OK;Pendente;274,968;Adulto
Lucratividade Normal;Auditar Frete;Pendente;13,3;Adulto
Lucratividade Normal;Frete OK;Pendente;125,818;Adulto
Lucratividade Normal;Frete OK;3;309,016;Adulto
Alta Lucratividade;Frete OK;15;291,84;Adulto
Lucratividade Normal;Frete OK;Pendente;234,738;Jovem
Alta Lucratividade;Frete OK;Pendente;234,738;Adulto
Lucratividade Normal;Frete OK;23;399,245;Adulto
Alta Lucratividade;Frete OK;Pendente;302,94;Adulto
Alta Lucratividade;Frete OK;8;1057;Adulto
Lucratividade Normal;Frete OK;Pendente;161,534;Adulto
Lucratividade Normal;Frete OK;Pendente;445,86;Adulto
Lucratividade Normal;Frete OK;15;120,852;Adulto
Alta Lucratividade;Frete OK;12;469,098;Adulto
Lucratividade Normal;Auditar Frete;Pendente;47,232;Adulto
Lucratividade Normal;Frete OK;Pendente;138,384;Adulto
Lucratividade Normal;Frete OK;3;362,712;Adulto
Lucratividade Normal;Frete OK;Pendente;462,9;Adulto
Alta Lucratividade;Frete OK;Pendente;1110,5;Adulto
Lucratividade Normal;Auditar Frete;Pendente;30,804;Jovem
Alta Lucratividade;Frete OK;6;231,21;Adulto
Lucratividade Normal;Frete OK;20;146,585;Adulto
Lucratividade Normal;Auditar Frete;Pendente;46,645;Adulto
Lucratividade Normal;Frete OK;14;409,5;Adulto
Lucratividade Normal;Auditar Frete;Pendente;81,6;Adulto
Lucratividade Normal;Frete OK;8;100,572;Adulto
Lucratividade Normal;Auditar Frete;17;11,088;Adulto
Alta Lucratividade;Frete OK;Pendente;526,281;Adulto
Lucratividade Normal;Frete OK;17;312,968;Adulto
Alta Lucratividade;Frete OK;Pendente;502,248;Adulto
Lucratividade Normal;Auditar Frete;5;41,735;Adulto
Alta Lucratividade;Frete OK;3;311,4;Adulto
Lucratividade Normal;Frete OK;5;646,2;Adulto
Alta Lucratividade;Frete OK;15;509,694;Adulto
Lucratividade Normal;Frete OK;Pendente;160,74;Adulto
Lucratividade Normal;Frete OK;Pendente;43,491;Jovem
Alta Lucratividade;Frete OK;Pendente;422,226;Adulto
Lucratividade Normal;Frete OK;3;139,536;Adulto
Alta Lucratividade;Frete OK;21;508,725;Jovem
Lucratividade Normal;Frete OK;25;359,3;Adulto
Lucratividade Normal;Frete OK;2;54,558;Adulto
Alta Lucratividade;Frete OK;21;1592,1;Adulto
Lucratividade Normal;Frete OK;Pendente;73,508;Adulto
Lucratividade Normal;Frete OK;4;246,186;Adulto
Lucratividade Normal;Auditar Frete;Pendente;18,335;Adulto
Alta Lucratividade;Frete OK;10;676,8;Adulto
Lucratividade Normal;Frete OK;Pendente;531,9;Adulto
Alta Lucratividade;Frete OK;4;1151,5;Adulto
Alta Lucratividade;Frete OK;Pendente;285,152;Adulto
Alta Lucratividade;Frete OK;Pendente;262,39;Adulto
Alta Lucratividade;Frete OK;Pendente;882,75;Adulto
Alta Lucratividade;Frete OK;Pendente;525,217;Adulto
Lucratividade Normal;Frete OK;Pendente;186,96;Adulto
Lucratividade Normal;Frete OK;Pendente;119,07;Adulto
Lucratividade Normal;Frete OK;Pendente;85,374;Adulto
Lucratividade Normal;Frete OK;Pendente;137,904;Adulto
Alta Lucratividade;Frete OK;2;527,364;Adulto
Alta Lucratividade;Frete OK;Pendente;1613;Adulto
Lucratividade Normal;Frete OK;Pendente;252,342;Adulto
Alta Lucratividade;Frete OK;Pendente;658,4;Adulto
Lucratividade Normal;Frete OK;24;97,852;Adulto
Lucratividade Normal;Frete OK;Pendente;185,004;Adulto
Lucratividade Normal;Frete OK;Pendente;333,336;Adulto
Lucratividade Normal;Frete OK;Pendente;90,504;Adulto
Lucratividade Normal;Frete OK;Pendente;74,252;Adulto
Alta Lucratividade;Frete OK;Pendente;231,591;Adulto
Alta Lucratividade;Frete OK;Pendente;436,563;Adulto
